Location Type,Descriptor,Complaint Type
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CABINET,GENERAL
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,RADIATOR,PLUMBING
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,CABINET,PAINT/PLASTER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
Other,Other - Explain Below,Standing Water
RESIDENTIAL BUILDING,BELL/BUZZER/INTERCOM,GENERAL
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,RADIATOR,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,FIRE ESCAPE,SAFETY
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WIRING,ELECTRIC
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,COOKING GAS,GENERAL
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CARBON MONOXIDE DETECTOR,SAFETY
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,WINDOW FRAME,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,CARBON MONOXIDE DETECTOR,SAFETY
RESIDENTIAL BUILDING,BASIN/SINK,PLUMBING
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,MAILBOX,GENERAL
RESIDENTIAL BUILDING,SMOKE DETECTOR,SAFETY
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,WINDOW GUARD BROKEN/MISSING,SAFETY
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CARBON MONOXIDE DETECTOR,SAFETY
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,TOILET,PLUMBING
RESIDENTIAL BUILDING,WINDOW PANE,DOOR/WINDOW
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WIRING,ELECTRIC
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,BELL/BUZZER/INTERCOM,GENERAL
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,CABINET,GENERAL
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,DOOR,DOOR/WINDOW
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,OUTLET/SWITCH,ELECTRIC
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,VENTILATION SYSTEM,GENERAL
RESIDENTIAL BUILDING,PESTS,UNSANITARY CONDITION
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,ELECTRIC/GAS RANGE,APPLIANCE
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,WATER SUPPLY,PLUMBING
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,FLOOR,FLOORING/STAIRS
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,SLOW LEAK,WATER LEAK
RESIDENTIAL BUILDING,WALL,PAINT/PLASTER
RESIDENTIAL BUILDING,GARBAGE/RECYCLING STORAGE,UNSANITARY CONDITION
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,SEWER,PLUMBING
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,HEAVY FLOW,WATER LEAK
RESIDENTIAL BUILDING,BATHTUB/SHOWER,PLUMBING
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,NO LIGHTING,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,POWER OUTAGE,ELECTRIC
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,MOLD,UNSANITARY CONDITION
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
RESIDENTIAL BUILDING,ENTIRE BUILDING,HEAT/HOT WATER
RESIDENTIAL BUILDING,CEILING,PAINT/PLASTER
RESIDENTIAL BUILDING,APARTMENT ONLY,HEAT/HOT WATER
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
,Overcharge,Consumer Complaint
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
,Noise: Construction Before/After Hours (NM1),Noise
,Illegal Conversion Of Residential Building/Space,Building/Use
Store/Commercial,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
Restaurant/Bar/Deli/Bakery,Rodents/Insects/Garbage,Food Establishment
Street,Traffic Sign or Signal Blocked,Overgrown Tree/Branches
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Store/Commercial,Loud Music/Party,Noise - Commercial
Restaurant/Bar/Deli/Bakery,Smoking Violation,Smoking
Street/Sidewalk,Engine Idling,Noise - Vehicle
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Noise, Barking Dog (NR5),Noise
3+ Family Apartment Building,Ventilation,Indoor Air Quality
Street,Plate Condition - Noisy,Street Condition
,Noise: Construction Before/After Hours (NM1),Noise
Street/Sidewalk,No Access,Blocked Driveway
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street,Street Cleaning - ASP,Street Sign - Missing
,Street Light Out,Street Light Condition
House of Worship,Loud Music/Party,Noise - House of Worship
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Noise: Construction Before/After Hours (NM1),Noise
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
Street/Sidewalk,No Access,Blocked Driveway
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,No Access,Blocked Driveway
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
3+ Family Apartment Building,Ventilation,Indoor Air Quality
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Other (Explain Below),Mouse Sighting,Rodent
,Pothole,Street Condition
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
,Pothole,Street Condition
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Street/Sidewalk,No Access,Blocked Driveway
Residential Building/House,Neglected,Animal Abuse
Store/Commercial,Loud Music/Party,Noise - Commercial
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Tree Leaning/Uprooted,Damaged Tree
,Noise: Construction Before/After Hours (NM1),Noise
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Noise: Construction Before/After Hours (NM1),Noise
Store/Commercial,Car/Truck Horn,Noise - Commercial
Street,14 Derelict Vehicles,Derelict Vehicles
Street/Sidewalk,No Access,Blocked Driveway
,Pothole,Street Condition
Other (Explain Below),Other (Explain Below),Indoor Air Quality
,Driver Complaint,Taxi Complaint
Street/Sidewalk,No Access,Blocked Driveway
Street Address,On Site Test,Fire Safety Director - F58
,Manhole Cover Missing (Emergency) (SA3),Sewer
,Illegal Conversion Of Residential Building/Space,Building/Use
,Pothole,Street Condition
Street/Sidewalk,Car/Truck Horn,Noise - Vehicle
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
Street/Sidewalk,No Access,Blocked Driveway
,Noise: Alarms (NR3),Noise
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Engine Idling,Noise - Vehicle
,Dirty Water (WE),Water System
,Dirty Water (WE),Water System
Store/Commercial,Loud Music/Party,Noise - Commercial
Restaurant/Bar/Deli/Bakery,Food Contains Foreign Object,Food Establishment
,Noise, Barking Dog (NR5),Noise
Sidewalk,1R Missed Recycling-All Materials,Missed Collection (All Materials)
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
,Noise: Alarms (NR3),Noise
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Controller,Traffic Signal Condition
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Noise, Barking Dog (NR5),Noise
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Engine Idling,Noise - Vehicle
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Boiler - Defective/Inoperative/No Permit,Boilers
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Noise: Construction Before/After Hours (NM1),Noise
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
3+ Family Apt. Building,Condition Attracting Rodents,Rodent
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Partial Access,Blocked Driveway
3+ Family Mixed Use Building,Pigeon Waste,Unsanitary Pigeon Condition
Street/Sidewalk,With License Plate,Derelict Vehicle
,Driver Complaint,Taxi Complaint
Speed Reducer,Line/Marking - Faded,Street Condition
,Leak (Use Comments) (WA2),Water System
Street,St Name - Attached to Pole,Street Sign - Dangling
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street/Sidewalk,No Access,Blocked Driveway
Residential Building/House,Neglected,Animal Abuse
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
,Noise: Construction Before/After Hours (NM1),Noise
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Noise: Construction Before/After Hours (NM1),Noise
,Street Light Out,Street Light Condition
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
,Controller,Traffic Signal Condition
Street,14 Derelict Vehicles,Derelict Vehicles
Street,Coin or Card Did Not Register,Broken Muni Meter
Club/Bar/Restaurant,Banging/Pounding,Noise - Commercial
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Club/Bar/Restaurant,Banging/Pounding,Noise - Commercial
Street/Sidewalk,Partial Access,Blocked Driveway
Street Address,Re-Inspect - Rslve Objections,Construction
,Driver Complaint,Taxi Complaint
Street,Branch Cracked and Will Fall,Damaged Tree
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Chained,Animal Abuse
Street/Sidewalk,Partial Access,Blocked Driveway
